site_id,latitude,longitude,State Code,County Code,Site Number,Elevation,Land Use,Location Setting,Met Site Distance,Met Site Direction,GMT Offset,Owning Agency,Local Site Name,Zip Code,State Name,County Name,City Name
04_21_903,32.60705,-110.63262399999999,04,21,903,0.0,,,,,-7,US EPA - Region 9,,85631.0,Arizona,Pinal,San Manuel
04_21_904,32.607328,-110.632902,04,21,904,0.0,,,,,-7,US EPA - Region 9,,85631.0,Arizona,Pinal,San Manuel
04_21_1001,33.025,-111.388056,04,21,1001,454.0,COMMERCIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Pinal,Florence
04_21_1003,33.291389,-111.10166699999999,04,21,1003,860.0,MOBILE,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Pinal,Superior
04_21_2001,32.598611,-110.63361100000002,04,21,2001,332.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,SAN MANUEL,85631.0,Arizona,Pinal,San Manuel
04_21_3001,33.4214,-111.5436,04,21,3001,525.0,COMMERCIAL,SUBURBAN,,,-7,Pinal County APCD,A J MAINTENANCE YARD,85219.0,Arizona,Pinal,Apache Junction
04_21_3002,33.421194,-111.503222,04,21,3002,550.0,RESIDENTIAL,SUBURBAN,,,-7,Pinal County APCD,APACHE JUNCTION FIRE STATION,85219.0,Arizona,Pinal,Apache Junction
04_21_3003,32.954361,-111.76225,04,21,3003,446.0,COMMERCIAL,SUBURBAN,,,-7,Pinal County APCD,CASA GRANDE AIRPORT,85222.0,Arizona,Pinal,Casa Grande
04_21_3004,32.978556,-111.51483300000001,04,21,3004,437.0,RESIDENTIAL,SUBURBAN,,,-7,Pinal County APCD,COOLIDGE,85228.0,Arizona,Pinal,Coolidge
04_21_3005,32.7559,-111.5551,04,21,3005,0.0,COMMERCIAL,SUBURBAN,,,-7,Pinal County APCD,ELOY (DISMANTLED 2007),,Arizona,Pinal,Eloy
04_21_3006,32.719307,-110.641934,04,21,3006,719.0,RESIDENTIAL,SUBURBAN,,,-7,Pinal County APCD,MAMMOTH,85618.0,Arizona,Pinal,Mammoth
04_21_3007,32.508306,-111.30805600000001,04,21,3007,579.0,DESERT,RURAL,,,-7,Pinal County APCD,PINAL AIR PARK,85653.0,Arizona,Pinal,Red Rock
04_21_3008,32.881194,-111.962,04,21,3008,396.0,RESIDENTIAL,SUBURBAN,,,-7,Pinal County APCD,STANFIELD,85272.0,Arizona,Pinal,Stanfield
04_21_3009,33.219111,-111.56111100000001,04,21,3009,428.0,AGRICULTURAL,SUBURBAN,,,-7,Pinal County APCD,COMBS,85242.0,Arizona,Pinal,Queen Creek
04_21_3010,33.0585,-112.047219,04,21,3010,358.0,RESIDENTIAL,SUBURBAN,,,-7,Pinal County APCD,MARICOPA,85239.0,Arizona,Pinal,Maricopa
04_21_3011,32.891056,-111.5705,04,21,3011,440.0,RESIDENTIAL,SUBURBAN,,,-7,Pinal County APCD,PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER),85228.0,Arizona,Pinal,Casa Grande
04_21_3012,33.105806,-110.974194,04,21,3012,550.0,RESIDENTIAL,RURAL,,,-7,Pinal County APCD,RIVERSIDE,85237.0,Arizona,Pinal,Kearny
04_21_3013,33.010529999999996,-111.97205,04,21,3013,358.0,AGRICULTURAL,RURAL,,,-7,Pinal County APCD,COWTOWN,85239.0,Arizona,Pinal,Maricopa
04_21_3014,32.757639000000005,-111.55486100000002,04,21,3014,474.0,COMMERCIAL,SUBURBAN,,,-7,Pinal County APCD,ELOY,85231.0,Arizona,Pinal,Eloy
04_21_3015,32.884761,-112.03705,04,21,3015,406.0,AGRICULTURAL,RURAL,,,-7,Pinal County APCD,HIDDEN VALLEY,85239.0,Arizona,Pinal,Stanfield
04_21_3016,33.06115,-112.05203999999999,04,21,3016,406.0,AGRICULTURAL,RURAL,,,-7,Pinal County APCD,MARICOPA 1405,85239.0,Arizona,Pinal,Maricopa
04_21_7001,33.081703999999995,-111.75294299999999,04,21,7001,146.0,RESIDENTIAL,RURAL,,,-7,"Gila River Indian Community of Gila River Indian Reservation, AZ",Sacaton Air Monitoring Site,85247.0,Arizona,Pinal,Sacaton
04_21_7004,33.117556,-111.885814,04,21,7004,359.0,RESIDENTIAL,RURAL,,,-7,"Gila River Indian Community of Gila River Indian Reservation, AZ",Casa Blanca Air Monitoring Site,85247.0,Arizona,Pinal,Not in a City
04_21_7030,33.031038,-112.078111,04,21,7030,359.0,AGRICULTURAL,RURAL,,,-7,"Ak Chin Indian Community of Maricopa (Ak Chin) Indian Reservation, AZ",Ak Chin Museum,85239.0,Arizona,Pinal,Ak-Chin Village
04_21_8001,33.293465000000005,-111.28559399999999,04,21,8001,634.0,DESERT,RURAL,,,-7,Arizona Department Of Environmental Quality,QUEEN VALLEY,85218.0,Arizona,Pinal,Queen Valley
04_23_1,31.333472999999998,-110.86734399999999,04,23,1,1189.0,,,,,-7,Arizona Department Of Environmental Quality,,85621.0,Arizona,Santa Cruz,Not in a City
04_23_2,31.341389000000003,-110.92944399999999,04,23,2,1178.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Santa Cruz,Nogales
04_23_3,31.340278,-110.94,04,23,3,1175.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Santa Cruz,Nogales
04_23_4,31.337203999999996,-110.936718,04,23,4,1176.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,NOGALES POST OFFICE,85621.0,Arizona,Santa Cruz,Nogales
04_23_5,31.348739000000002,-110.93610100000001,04,23,5,1158.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,NOGALES CARILLO PLACE,,Arizona,Santa Cruz,Nogales
04_23_6,31.367321999999998,-110.932503,04,23,6,1158.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,NOGALES BORDER PATROL STATION,,Arizona,Santa Cruz,Nogales
04_23_7,31.3654,-110.933103,04,23,7,1158.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,NOGALES MARIPOSA COMMUNITY HEALTH CENTER,,Arizona,Santa Cruz,Nogales
04_23_9000,31.33745,-110.93715,04,23,9000,1172.0,RESIDENTIAL,SUBURBAN,,,-7,National Park Service,,85621.0,Arizona,Santa Cruz,Nogales
04_25_1,34.534721999999995,-112.479722,04,25,1,1649.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Yavapai,Prescott
04_25_2,34.558611,-112.4825,04,25,2,1658.0,COMMERCIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,PRESCOTT - COUNTY MAINTENANCE YARD,,Arizona,Yavapai,Prescott
04_25_3,34.77,-112.05555,04,25,3,330.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,CLARKDALE ADEQ,86324.0,Arizona,Yavapai,Clarkdale
04_25_5,34.42888,-112.96194399999999,04,25,5,1499.0,DESERT,RURAL,10.0,,-7,Arizona Department Of Environmental Quality,HILLSIDE,86332.0,Arizona,Yavapai,Hillside
04_25_15,35.513486,-113.322198,04,25,15,1554.0,INDUSTRIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,NELSON LIME PLANT WEST,,Arizona,Yavapai,Nelson
04_25_1001,34.767222,-112.06333300000001,04,25,1001,1082.0,INDUSTRIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Yavapai,Clarkdale
04_25_1002,34.582386,-111.824607,04,25,1002,1222.0,UNKNOWN,RURAL,,,-7,National Park Service,MONTEZUMA CASTLE,,Arizona,Yavapai,Montezuma Castle National Monument
04_25_2001,34.539147,-112.46773300000001,04,25,2001,1588.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,PRESCOTT,,Arizona,Yavapai,Prescott
04_25_2002,34.595,-112.331,04,25,2002,1556.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,PRESCOTT VALLEY,86314.0,Arizona,Yavapai,Prescott Valley
04_25_8033,34.5467,-112.4761,04,25,8033,1591.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,PRESCOTT COLLEGE AQD,86305.0,Arizona,Yavapai,Prescott
04_25_8034,34.612055,-112.46321299999998,04,25,8034,1602.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,Prescott Pioneer Park,,Arizona,Yavapai,Prescott
04_25_8104,34.340556,-111.683923,04,25,8104,1298.0,FOREST,RURAL,,,-7,National Park Service,Mazatzal Wilderness - Ike's Backbone,86336.0,Arizona,Yavapai,Not in a City
04_27_1,32.723968,-114.6244,04,27,1,15.0,,,,,-7,Arizona Department Of Environmental Quality,,85364.0,Arizona,Yuma,Yuma
04_27_2,32.723333000000004,-114.62206499999999,04,27,2,42.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,YUMA HEALTH DEPARTMENT,85364.0,Arizona,Yuma,Yuma
04_27_3,32.700509000000004,-114.62266899999999,04,27,3,43.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,YUMA CITY YARD,85364.0,Arizona,Yuma,Yuma
04_27_4,32.677001000000004,-114.648905,04,27,4,30.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,YUMA COURTHOUSE,85364.0,Arizona,Yuma,Yuma
04_27_5,32.685171000000004,-114.492374,04,27,5,61.0,COMMERCIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,YUMA ARIZONA WESTERN COLLEGE,85365.0,Arizona,Yuma,Yuma
04_27_6,32.677855,-114.47586100000001,04,27,6,60.0,AGRICULTURAL,RURAL,,,-7,Arizona Department Of Environmental Quality,YUMA GAME & FISH,85365.0,Arizona,Yuma,Yuma
04_27_8011,32.690278,-114.61443999999999,04,27,8011,51.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,YUMA SUPERSITE,85365.0,Arizona,Yuma,Yuma
