"region","time_stamp","val_O3_mean","val_NO2_mean","val_SO2_mean","val_PM10_mean","val_PM2.5_mean","val_O3_max","val_NO2_max","val_SO2_max","val_PM10_max","val_PM2.5_max","val_Corylus","val_Alnus","val_Salix","val_Betula","val_Fraxinus","val_Ulmus","val_Quercus","val_Platanus","val_Poaceae","val_Urtica","val_Artemisia","val_Ambrosia","val_Temperature.mean","val_Temperature.max","val_Humidity.mean","val_Humidity.max","val_Pressure.mean","val_Pressure.max","val_Daily.rain","extra_rings_O3_mean","extra_rings_NO2_mean","extra_rings_SO2_mean","extra_rings_PM10_mean","extra_rings_PM2.5_mean","extra_rings_O3_max","extra_rings_NO2_max","extra_rings_SO2_max","extra_rings_PM10_max","extra_rings_PM2.5_max","extra_rings_Corylus","extra_rings_Alnus","extra_rings_Salix","extra_rings_Betula","extra_rings_Fraxinus","extra_rings_Ulmus","extra_rings_Quercus","extra_rings_Platanus","extra_rings_Poaceae","extra_rings_Urtica","extra_rings_Artemisia","extra_rings_Ambrosia","extra_rings_Temperature.mean","extra_rings_Temperature.max","extra_rings_Humidity.mean","extra_rings_Humidity.max","extra_rings_Pressure.mean","extra_rings_Pressure.max","extra_rings_Daily.rain"
"BN","2017-08-03",56,8.66666666666667,0.75,15.5,9,158,158,3,24.1111111111111,13,0,0,0,0,0,0,0,0,3,16,1,0,17.45,17.45,90.05,90.05,998.182291666669,1000.525,20.45,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-06-11",49,12.75,1,13.6666666666667,9,164.5,204,53,23.5,12,0,0,0,0,0,0,1,0,23,34,0,0,16.3,16.3,89.35,89.35,1005.1375,1006.7,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-12-30",39,16.5,2,8.55555555555556,8.5,147.5,142.5,53,18.0555555555556,13.5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,100,1032.1125,1032.7,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-05-10",78,15.75,3,25.2222222222222,16,16,120.75,75,37.6666666666667,34,0,0,0,2,1,0,34,0,4,2,0,0,11,11,76.1,76.1,998.618749999998,1005.725,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-08-26",55,20,2,17.6666666666667,13,188.5,153.75,64,31,20,0,0,0,0,0,0,0,0,2,158,0,0,20.9,20.9,61.7,61.7,1007.33645833333,1008.425,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-02-15",41,29,1,20.7777777777778,14,155.5,219,64,32.3888888888889,29,0,0,0,0,0,0,0,0,0,0,0,0,8.35,8.35,96.55,96.55,1017.99479166667,1020.2,0.25,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-02-12",18.5,26.25,1,43.6666666666667,50,121.5,213,3,60.2222222222222,70,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.7,96.4,96.4,1012.31354166667,1013.125,0.25,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-11-03",20.5,35.25,1,32.3888888888889,26,144.5,239.75,59.75,52.5,61,0,0,0,0,0,0,0,0,0,0,0,0,9.58958333333333,11.325,93.4625,95.05,1004.17708333334,1007.7,0.05,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0
"BN","2018-11-19",47.5,11.5,3,10.3333333333333,8.5,152.5,138.5,64,18.5,26.5,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6.7,75.1,75.1,1008.49583333333,1012.6,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-04-15",58,24.6666666666667,1,28.2222222222222,16,169.5,175,53,60.6666666666667,36.5,0,0,12,5,8,0,0,0,0,0,0,0,11.8,11.8,85.4,85.4,998.045833333333,1002.4,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-06-11",63,12,1,15.3333333333333,9,169.5,245.333333333333,64,25.1666666666667,14.5,0,0,0,0,0,0,0,0,191,100,0,0,15.1,15.1,83.8,83.8,1002.7625,1004,0.4,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-11-24",6.5,38.75,5,32.9444444444444,25.5,150.5,224.25,97,46.6111111111111,40.5,0,0,0,0,0,0,0,0,0,0,0,0,8.3,8.3,97.2,97.2,998.029166666667,998.9,2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-05-22",70.5,23.25,1,16,11,9,196,53,29.9166666666667,18,0,0,0,0,0,0,0,0,7,7,0,0,16.85,16.85,78.6,78.6,1007.04157608696,1010.075,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-05-19",58.5,15,1,11.8888888888889,5,171.5,154.75,53,21,11,0,0,0,1,0,0,1,0,3,4,0,0,11.95,11.95,90.2,90.2,1002.93958333334,1005.15,18,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-08-04",55,15.6666666666667,0.75,11.3888888888889,5,158,209,18.25,22.2777777777778,7,0,0,0,0,0,0,0,0,2,10,1,0,18,18,81.4,81.4,1002.53125,1004.9,0.25,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-05-16",44.5,18.25,1,15.5833333333333,7,156,158.25,53,30,9,0,0,0,0,0,0,0,0,1,1,0,0,17.8,17.8,83.45,83.45,1014.09583333333,1014.675,0.05,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-08-29",63,17.3333333333333,2,15.3333333333333,24,23.5,182,119,41.5,44,0,0,0,0,0,0,0,0,2,92,0,1,21,21,83.8,83.8,1004.60104166667,1006.95,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-02-18",44.5,27.75,1,28.5555555555556,21,163,234,75,49.8888888888889,46,0,0,0,0,0,0,0,0,0,0,0,0,8.2,8.2,98.5,98.5,1015.59479166667,1017.575,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-04-24",69,15.6666666666667,1,13.5555555555556,8.5,178,116,3,23.2222222222222,12,0,0,3,1,0,0,0,0,1,0,0,0,12.5,12.5,85.7,85.7,1002.83333333333,1005.8,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-08-23",46,15.75,1,17.1666666666667,12,156.5,181.75,3,38.3333333333333,31,0,0,0,0,0,0,0,0,1,34,0,0,19,19,98,98,1004.75625,1006.925,0.6,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-06-09",65.5,12.3333333333333,1,21.5,12.5,182,180,53,28,17.5,0,0,0,0,0,0,1,0,80,89,0,0,17.6,17.6,74.4,74.4,1004.95,1005.9,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-12-15",43,15,4,19.9444444444444,14,168,137.75,86,31.6666666666667,21.5,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,76.9,76.9,1009.17083333333,1019.1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-08-30",36.5,20,1,16.0555555555556,11,162,171.75,64,25.0555555555556,20,0,0,0,0,0,0,0,0,3,22,0,0,14.25,14.25,88.2,88.2,1012.3375,1013.2,3.55,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-01-24",69,10,1,9.88888888888889,5,180.5,207.25,3,21.4444444444444,8,0,0,0,0,0,0,0,0,0,0,0,0,11.9,11.9,90.2,90.2,996.6375,1003.3,3.3,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-11-04",42.5,18.25,1,21.0555555555556,16,142.5,146.25,75,45.8888888888889,42,0,0,0,0,0,0,0,0,0,0,0,0,12.2916666666667,13.0666666666667,94.5458333333333,97.2666666666667,996.110416666666,999.6,2.4,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0
"BN","2018-04-03",64,16,1,15.6666666666667,8,174,107.666666666667,3,23.5,11.5,0,0,1,1,3,0,0,0,0,0,0,0,11.5,11.5,82.9,82.9,982.908333333333,984.3,7.8,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-03-02",75,15.25,1,20.9444444444444,8,175,153,3,28.9444444444444,11,3,15,0,0,0,1,0,0,0,0,0,0,7.55,7.55,77.15,77.15,999.383333333335,1003.275,0.9,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-05-14",65.5,11.75,1,14.7222222222222,7,177,178.75,53,22,10,0,0,0.5,0,0.5,0,20.5,0,0.5,1.5,0,0,14.65,14.65,59.9,59.9,1009.10625,1015.1,2.9,0,0,0,1,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,2,0
"BN","2017-03-22",66.5,15.5,1.5,13.3333333333333,6,172,191.75,28.25,24.2777777777778,9,0,0,3,0,4,0,0,0,0,0,0,0,7.9,7.9,79.65,79.65,996.265624999999,1001.225,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-05-13",75,15.75,2,20.4444444444444,13,189,143,64,31.3333333333333,20,0,0,0,0,2.5,0,24.5,4,3,0,0,0,13.45,13.45,82.2,82.2,998.421875000002,1002.725,0.4,0,0,0,1,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,2,0
"BN","2017-06-09",62.5,9.75,1,18.1666666666667,9,167.5,246.25,3,28.5,12,0,0,0,0,0,0,0,0,20,32,0,0,15.65,15.65,85.2,85.2,1002.28541666667,1007.1,6.2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-11-28",62,9,4,14.3888888888889,5,180,118.25,75,28.0555555555556,9.5,0,0,0,0,0,0,0,0,0,0,0,0,12.9,12.9,95.3,95.3,995.266666666667,997.7,18.2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-03-29",66,17.3333333333333,1,10.7222222222222,5.5,179.5,238,53,17.1111111111111,11.5,0,1,1,0,0,0,0,0,0,0,0,0,8.1,8.1,77.8,77.8,991.213541666667,995.8,1.9,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-08-20",47,9,1,9.83333333333333,5,165.5,136.25,53,17.3333333333333,7,0,0,0,0,0,0,0,0,1,12,0,0,15.8,15.8,71.25,71.25,1013.94166666667,1015.1,0.95,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-11-22",16.5,30.75,4,36.5,32,119,217.25,86,52.7222222222222,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,86.3,86.3,1005.45,1006.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-09-25",47.5,21,1,13.3333333333333,6.5,171.5,232.25,3,26.3333333333333,15,0,0,0,0,0,0,0,0,0,0,0,0,11.6198822463768,13.64375,70.6953464673913,76.1875,1026.2625,1028.2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2018-06-10",69,10.3333333333333,1,20.5,13,182.5,154.333333333333,64,28.8333333333333,19,0,0,0,0,0,0,1,0,98,80,0,0,16.7734375,18.1125,84.2536458333333,88.1125,1003.70833333333,1004.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"BN","2018-11-23",16,27.75,4,35.5555555555556,27.5,118,220.25,86,47.6666666666667,39.5,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6.6,95.5,95.5,1001.625,1004.2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-03-05",78.5,7.5,2,11.7222222222222,6,181.5,231,53,18.6666666666667,9,1,9,1,0,0,0,0,0,0,0,0,0,6.2,6.2,96.2,96.2,982.25625,989.525,4.25,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-01-12",29,26,0,27.4444444444444,18,143,210,3,42.5555555555556,25,0,0,0,0,0,0,0,0,0,0,0,0,5.4,5.4,96.9,96.9,1013.96666666667,1015.4,0.3,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-02-27",89,13,1,8.88888888888889,3.83333333333333,191,201.75,53,16.2222222222222,7.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,8.6,8.6,100,100,980.778125,991.175,2.6,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-05-15",52,20.25,2,14.9166666666667,7,156,176.25,64,23.5,18,0,0,0,0,0,0,1,0,1,1,0,0,12.3,12.3,98.8,98.8,1014.59270833333,1015.125,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-06-12",60.5,10,2,15.0555555555556,7,167.5,169.25,64,23.1111111111111,10,0,0,0,0,0,0,0,0,40,46,0,0,15.3,15.3,81.95,81.95,1008.72395833334,1010.95,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-02-21",52.5,17,1,10.1666666666667,6,160.5,182.75,3,16.5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,10,93.6,93.6,1007.36458333333,1009.675,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-06-06",58.5,8,1,11.3333333333333,6,161.5,149.25,53,19.1666666666667,11,0,0,0,0,0,0,1,0,35,22,0,0,11.15,11.15,92.5,92.5,987.7375,996.45,18.7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-02-02",42,24,0,15.1111111111111,8,148,209,3,30.0555555555556,17,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,79.6,79.6,1001.14583333333,1002.2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-11-25",20,25.5,4,21.8333333333333,19,116,210.5,86,33.1111111111111,28,0,0,0,0,0,0,0,0,0,0,0,0,7.4,7.4,95.6,95.6,999.045833333333,1000.1,5,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-05-31",33,15.75,1,12.1666666666667,8,148.5,148.5,53,21,11,0,0,0,0,0,0,1,0,16,33,0,0,17.5,17.5,82.65,82.65,1012.959375,1014.25,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-09-02",58,19.5,2,22.0555555555556,15,11,171.75,86,34.2222222222222,31,0,0,0,0,0,0,0,0,2,78,0,0,18.3671875,20.1958333333333,69.0026041666667,75.6291666666667,1012.95416666667,1014.8,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2018-07-06",81.5,26.5,1,33.6666666666667,21.5,63.5,206.75,53,55.8333333333333,34,0,0,0,0,0,0,0,0,31,33,0,0,23.3,23.3,68.6,68.6,1010.35,1012.8,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-12-19",71.5,14.75,5,11.0555555555556,5,170.5,167,86,19.6666666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,7.7,7.7,90,90,994.93125,996.55,12.8,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-09-04",57.5,20.25,1,21.6666666666667,14,172.5,147.75,3,35.3888888888889,23,0,0,0,0,0,0,0,0,1,49,0,0,16.0227083333333,17,79.87578125,84.075,1010.10416666667,1011.3,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2018-12-17",53.5,21.25,4,15.5555555555556,6.5,156.5,172.25,86,25.7777777777778,12,0,0,0,0,0,0,0,0,0,0,0,0,5.9,5.9,89.2,89.2,1012.94583333333,1015.8,10.7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-12-18",61,9.75,5,15.5555555555556,7.5,167,133.25,97,23,11.5,0,0,0,0,0,0,0,0,0,0,0,0,9.6,9.6,82.9,82.9,998.886458333335,1007.2,0.1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-02-22",70,11,0,8.75,7,166.5,198,3,15.75,11,0,0,0,0,0,0,0,0,0,0,0,0,9.9,9.9,94.15,94.15,999.931249999998,1003,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-02-24",70,24,0,17.6666666666667,5,177,102,3,33.3333333333333,8,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,86.3,86.3,1006.98229166667,1010.325,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-03-23",50.5,16,1,24.4444444444444,17,158.5,174,61.25,37.8888888888889,29,1,1,5,3,17,0,0,0,0,0,0,0,7.85,7.85,90.15,90.15,1005.26770833333,1011.975,9.1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-12-01",64,10.5,5,9.33333333333333,3.5,167,122.75,86,17.2222222222222,7,0,0,0,0,0,0,0,0,0,0,0,0,10.3,10.3,96.1,96.1,991.958333333333,1000,7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-09-08",51.5,14.75,1,9.33333333333333,5.5,167.5,197.5,3,14.8888888888889,10,0,0,0,0,0,0,0,0,0,3,0,0,15.3799479166667,16.45,74.2838541666667,77.8625,1007.5125,1008.3,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2017-06-03",54,11.75,1,13.3333333333333,7,165,73.5,53,25.8333333333333,10,0,0,0,0,0,0,4,0,27,44,0,0,17.5,17.5,79.25,79.25,1005.89166666667,1006.775,0.3,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-09-05",48,19.5,1,16.7222222222222,10.5,154.5,133.5,3,26.7777777777778,16.5,0,0,0,0,0,0,0,0,4,39,0,0,14.3,14.3,98.9,98.9,1010.2875,1011.5,0.5,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-03-11",33,30,2,27.8333333333333,32,151.5,233,64,46.6666666666667,43,4,6,1,0,1,0,0,0,0,0,0,0,8.25,8.25,93.65,93.65,1008.60416666667,1012.6,0.1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-06-13",56.5,17,1,15,7.5,168,135.666666666667,53,27,13,0,0,0,0,0,0,1,0,56,65,0,0,15.9,15.9,62.1,62.1,1007.55,1009.4,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-11-26",19.5,29.5,4,17.4444444444444,15.5,119.5,224.75,75,28.8333333333333,21,0,0,0,0,0,0,0,0,0,0,0,0,5.6,5.6,90.7,90.7,1003.04583333333,1006.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-12-16",56.5,19.75,5,12.6111111111111,6,167.5,236,86,21.6666666666667,14,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.6,93.5,93.5,1002.775,1004.7,24,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-06-15",61,16,1,18.6666666666667,11.5,181,184.333333333333,64,27.8333333333333,17,0,0,0,0,0,0,2,0,15,10,0,0,19,19,58.8,58.8,1006.12916666667,1006.9,0.5,0,0,0,1,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,0
"BN","2017-10-23",61.5,13.75,1,8.83333333333333,4,162.5,171.75,53,14.3333333333333,9,0,0,0,0,0,0,0,0,0,0,0,0,13.3208333333333,15.7,95.425,98.8,1008.453125,1009.775,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0
"BN","2018-09-28",47.5,14.5,1,15,6.5,151.5,147.75,53,28.1666666666667,13.5,0,0,0,0,0,0,0,0,0,0,0,0,13.330625,14.12,75.4216666666667,79.865,1018.80833333333,1021.8,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2017-02-23",73,10.25,1,12,5,172,191.5,53,26.5,9.75,0,0,0,0,0,0,0,0,0,0,0,0,9.65,9.65,95.45,95.45,990.230208333334,999.05,1.9,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-04-30",61,22.3333333333333,1,13.5555555555556,7.5,168,156.666666666667,3,22.0555555555556,13,0,0,4,9,4,0,3,0,0,0,0,0,4.8,4.8,92,92,997.1625,999.2,13.7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-03-20",75,12.5,1,9.88888888888889,5,178,208,33.5,19.2222222222222,8,0,0,3,0,10,0,0,0,0,0,0,0,10.25,10.25,97.45,97.45,995.562499999998,998.975,0.9,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2017-03-17",65,15,1,16.4444444444444,7,176,126.5,3,24.7777777777778,13,1,8,5,0,10,1,0,0,0,0,0,0,6.8,6.8,64.3,64.3,1008.528125,1011.65,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-01-07",48,7.75,0,16.8333333333333,7,150,50.75,3,62.8333333333333,16,0,0,0,0,0,0,0,0,0,0,0,0,4,4,76.9,76.9,1012.7875,1014.7,0.2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2017-03-14",39,25.5,1,16.3333333333333,9,155,226.5,3,29.6666666666667,12,1,3,3,0,4,0,0,0,0,0,0,0,8.1,8.1,98.6,98.6,1023.24999999999,1024.225,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-06-16",62.5,10.6666666666667,2,14.5,7.5,167.5,81,64,27,11.5,0,0,0,0,0,0,1,0,11,6,0,0,17.1,17.1,72.1,72.1,1003.9875,1005.5,0,0,0,0,1,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,0
"BN","2018-12-22",56.5,16,4,16.2222222222222,11,164.5,133.5,86,24,20.5,0,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,88.1,88.1,1012.3,1018.6,0.4,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0
"BN","2018-10-02",45.5,14.5,4,10.5,4.5,162,165,86,18.0555555555556,8,0,0,0,0,0,0,0,0,0,0,0,0,14.9,14.9,83.7,83.7,1011.3875,1013.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-09-03",73,23.25,1,23.7777777777778,14,18,186.25,64,36.6111111111111,21.5,0,0,0,0,0,0,0,0,1,100,0,0,17.5739583333333,19.9416666666667,73.2402777777778,81.0666666666667,1009.82083333333,1011.4,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2018-09-26",52,23.75,1,17.5,7,183,188.25,3,29,13.5,0,0,0,0,0,0,0,0,0,0,0,0,14.4545833333333,16.35,75.74296875,82.00625,1021.88333333333,1023.7,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2018-09-27",43,29.25,1,19.8333333333333,10.5,90.5,229.25,86,29.1666666666667,25,0,0,0,0,0,0,0,0,0,0,0,0,15.2763888888889,18.5277777777778,75.6555555555556,83.1777777777778,1015.94583333333,1020.1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BN","2018-07-08",80.5,13.6666666666667,2,19.6666666666667,15,21,130,86,35,26,0,0,0,0,0,0,0,0,26,28,0,0,26.3,26.3,50.4,50.4,1014.8125,1015.6,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"BN","2018-07-09",66.5,11.3333333333333,1,18.5,9.5,93,138,64,31.3333333333333,13.5,0,0,0,0,0,0,0,0,20,21,0,0,24.4,24.4,50.1,50.1,1014.45833333333,1016.3,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
